id_seccion;dia_semana;hora_inicio;hora_fin
1060;MIERCOLES;13:00;16:00
1060;VIERNES;09:00;11:00
1061;LUNES;19:00;21:00
1061;SABADO;13:00;15:00
1062;SABADO;10:00;12:00
1062;MARTES;09:00;12:00
1062;VIERNES;08:00;10:00
1063;MARTES;11:00;14:00
1063;LUNES;13:00;15:00
1064;MARTES;17:00;20:00
1064;LUNES;11:00;14:00
1064;VIERNES;13:00;16:00
1065;VIERNES;11:00;13:00
1065;MIERCOLES;19:00;22:00
1065;LUNES;10:00;13:00
1066;SABADO;19:00;22:00
1066;MIERCOLES;10:00;13:00
1066;LUNES;16:00;18:00
1067;LUNES;15:00;17:00
1067;MIERCOLES;15:00;17:00
1067;VIERNES;17:00;20:00
1068;LUNES;11:00;14:00
1068;MIERCOLES;19:00;21:00
1068;VIERNES;13:00;16:00
1069;LUNES;19:00;21:00
1070;MIERCOLES;18:00;21:00
1071;MIERCOLES;09:00;11:00
1071;JUEVES;08:00;10:00
1071;MARTES;15:00;17:00
1072;SABADO;18:00;20:00
1072;MIERCOLES;11:00;14:00
1072;JUEVES;09:00;12:00
1073;JUEVES;11:00;14:00
1074;VIERNES;18:00;21:00
1074;LUNES;11:00;14:00
1074;MIERCOLES;11:00;14:00
1075;JUEVES;11:00;14:00
1075;LUNES;09:00;12:00
1075;SABADO;14:00;17:00
1076;LUNES;08:00;10:00
1077;LUNES;10:00;13:00
1077;VIERNES;18:00;20:00
1077;JUEVES;16:00;19:00
1078;LUNES;09:00;12:00
1079;MIERCOLES;16:00;18:00
1079;VIERNES;10:00;12:00
1080;MIERCOLES;10:00;13:00
1080;VIERNES;10:00;13:00
1080;JUEVES;10:00;12:00
1081;JUEVES;11:00;14:00
1082;MIERCOLES;19:00;22:00
1082;VIERNES;14:00;17:00
1083;MIERCOLES;16:00;19:00
1083;JUEVES;08:00;10:00
1084;MIERCOLES;11:00;14:00
1085;JUEVES;13:00;15:00
1085;VIERNES;17:00;19:00
1085;MARTES;14:00;16:00
1086;SABADO;09:00;12:00
1087;VIERNES;09:00;11:00
1087;MIERCOLES;15:00;17:00
1087;MARTES;14:00;17:00
1088;MARTES;11:00;14:00
1088;SABADO;08:00;10:00
1089;LUNES;15:00;17:00
1089;SABADO;18:00;21:00
1089;MARTES;10:00;12:00
1090;MIERCOLES;11:00;13:00
1090;VIERNES;14:00;17:00
1091;LUNES;11:00;13:00
1091;MIERCOLES;15:00;17:00
1091;MARTES;13:00;15:00
1092;JUEVES;13:00;15:00
1092;MARTES;11:00;14:00
1093;LUNES;11:00;13:00
1093;JUEVES;10:00;12:00
1094;MIERCOLES;08:00;11:00
1095;LUNES;19:00;21:00
1095;MARTES;09:00;11:00
1096;VIERNES;14:00;17:00
1096;SABADO;13:00;16:00
1097;JUEVES;08:00;11:00
1097;SABADO;08:00;11:00
1098;SABADO;19:00;22:00
1098;LUNES;17:00;19:00
1099;LUNES;10:00;12:00
1100;MARTES;14:00;17:00
1101;VIERNES;16:00;18:00
1101;JUEVES;17:00;20:00
1101;MARTES;18:00;20:00
1102;VIERNES;11:00;13:00
1102;LUNES;14:00;16:00
1103;MARTES;19:00;21:00
1104;MIERCOLES;17:00;20:00
1104;LUNES;11:00;14:00
1105;VIERNES;09:00;11:00
1106;MARTES;13:00;16:00
1107;LUNES;14:00;17:00
1107;JUEVES;09:00;11:00
1107;MARTES;13:00;16:00
1108;SABADO;14:00;17:00
1108;VIERNES;09:00;12:00
1108;MARTES;14:00;17:00
1109;VIERNES;15:00;18:00
1109;MIERCOLES;10:00;12:00
1109;JUEVES;10:00;12:00
1110;JUEVES;13:00;16:00
1110;LUNES;15:00;18:00
1111;LUNES;11:00;14:00
1112;JUEVES;14:00;16:00
1113;JUEVES;19:00;21:00
1114;MIERCOLES;09:00;12:00
1114;LUNES;15:00;18:00
1115;SABADO;10:00;12:00
1115;MIERCOLES;14:00;17:00
1115;VIERNES;17:00;20:00
1116;MIERCOLES;16:00;18:00
1116;JUEVES;15:00;17:00
1116;SABADO;15:00;17:00
1117;JUEVES;13:00;15:00
1117;MARTES;16:00;18:00
1117;VIERNES;16:00;18:00
1118;MARTES;10:00;12:00
1118;MIERCOLES;10:00;13:00
1119;SABADO;11:00;14:00
1119;MARTES;18:00;20:00
1120;LUNES;08:00;10:00
1121;MIERCOLES;10:00;13:00
1121;LUNES;09:00;11:00
1121;VIERNES;10:00;12:00
1122;JUEVES;17:00;20:00
1122;VIERNES;14:00;17:00
1122;MARTES;09:00;11:00
1123;MIERCOLES;09:00;12:00
1123;VIERNES;18:00;21:00
1123;LUNES;08:00;10:00
1124;LUNES;18:00;20:00
1125;MIERCOLES;14:00;16:00
1126;SABADO;18:00;20:00
1126;JUEVES;17:00;20:00
1126;MARTES;15:00;17:00
1127;JUEVES;15:00;18:00
1127;MARTES;09:00;11:00
1127;VIERNES;09:00;12:00
1128;MARTES;10:00;12:00
1129;MARTES;10:00;12:00
1129;VIERNES;19:00;22:00
1129;SABADO;10:00;13:00
1130;SABADO;19:00;22:00
1130;LUNES;15:00;18:00
1130;MIERCOLES;11:00;14:00
1131;MARTES;11:00;13:00
1132;VIERNES;17:00;20:00
1132;SABADO;19:00;21:00
1133;SABADO;14:00;16:00
1133;MIERCOLES;17:00;19:00
1133;JUEVES;15:00;17:00
1134;SABADO;09:00;11:00
1134;JUEVES;08:00;11:00
1134;MARTES;08:00;10:00
1135;SABADO;14:00;16:00
1135;LUNES;19:00;21:00
1136;MIERCOLES;16:00;19:00
1136;JUEVES;09:00;11:00
1136;MARTES;11:00;14:00
1137;LUNES;09:00;12:00
1137;JUEVES;18:00;21:00
1138;MIERCOLES;08:00;11:00
1138;SABADO;18:00;21:00
1139;MIERCOLES;10:00;12:00
1139;MARTES;18:00;20:00
1139;SABADO;14:00;17:00
1140;MIERCOLES;17:00;19:00
1140;SABADO;18:00;21:00
1140;MARTES;08:00;11:00
1141;VIERNES;10:00;13:00
1142;MARTES;11:00;13:00
1142;JUEVES;17:00;19:00
1142;LUNES;09:00;12:00
1143;JUEVES;11:00;13:00
1143;MIERCOLES;13:00;16:00
1144;SABADO;19:00;21:00
1145;SABADO;15:00;17:00
1146;VIERNES;17:00;19:00
1146;JUEVES;08:00;10:00
1146;MIERCOLES;16:00;18:00
1147;JUEVES;09:00;11:00
1147;MIERCOLES;16:00;19:00
1148;VIERNES;11:00;14:00
1149;MARTES;08:00;10:00
1150;JUEVES;17:00;20:00
1150;MIERCOLES;15:00;17:00
1151;MIERCOLES;14:00;16:00
1151;JUEVES;08:00;11:00
1152;LUNES;16:00;18:00
1152;MIERCOLES;10:00;12:00
1152;MARTES;11:00;13:00
1153;SABADO;15:00;18:00
1153;VIERNES;14:00;16:00
1154;MIERCOLES;08:00;11:00
1154;MARTES;13:00;16:00
1155;MARTES;19:00;21:00
1155;MIERCOLES;14:00;17:00
1156;JUEVES;11:00;13:00
1156;VIERNES;18:00;20:00
1156;SABADO;09:00;12:00
1157;SABADO;19:00;22:00
1157;JUEVES;16:00;18:00
1158;SABADO;16:00;18:00
1158;JUEVES;17:00;20:00
1158;VIERNES;09:00;12:00
1159;JUEVES;09:00;11:00
1160;MIERCOLES;15:00;18:00
1160;VIERNES;18:00;21:00
1160;MARTES;10:00;12:00
1161;JUEVES;14:00;16:00
1161;MIERCOLES;18:00;21:00
1162;MIERCOLES;15:00;18:00
1162;LUNES;09:00;11:00
1162;MARTES;19:00;21:00
1163;MIERCOLES;11:00;14:00
1163;JUEVES;15:00;17:00
1164;JUEVES;10:00;12:00
1164;LUNES;10:00;13:00
1165;JUEVES;10:00;12:00
1165;VIERNES;14:00;17:00
1165;MARTES;13:00;16:00
1166;MIERCOLES;17:00;20:00
1166;VIERNES;08:00;10:00
1166;SABADO;15:00;17:00
1167;SABADO;11:00;13:00
1168;MARTES;08:00;10:00
1168;JUEVES;11:00;14:00
1168;LUNES;14:00;16:00
1169;VIERNES;13:00;15:00
1169;LUNES;18:00;20:00
1169;MIERCOLES;08:00;11:00
1170;MIERCOLES;08:00;10:00
1170;SABADO;09:00;12:00
1171;SABADO;19:00;22:00
1172;JUEVES;18:00;21:00
1172;MARTES;17:00;19:00
1172;SABADO;15:00;18:00
1173;SABADO;16:00;18:00
1173;VIERNES;18:00;21:00
1174;JUEVES;10:00;12:00
1174;SABADO;19:00;21:00
1175;MIERCOLES;10:00;13:00
1175;JUEVES;08:00;10:00
1176;VIERNES;18:00;21:00
1177;MARTES;11:00;13:00
1177;MIERCOLES;19:00;22:00
1178;MARTES;08:00;10:00
1178;SABADO;16:00;18:00
1178;JUEVES;19:00;21:00
1179;MIERCOLES;15:00;18:00
1180;MIERCOLES;10:00;13:00
1181;VIERNES;09:00;11:00
1181;MARTES;10:00;12:00
1181;MIERCOLES;08:00;10:00
1182;JUEVES;19:00;21:00
1182;VIERNES;14:00;17:00
1183;LUNES;15:00;17:00
1184;SABADO;17:00;19:00
1184;MARTES;10:00;12:00
1185;SABADO;13:00;15:00
1185;LUNES;18:00;20:00
1186;MIERCOLES;13:00;16:00
1186;MARTES;08:00;11:00
1186;SABADO;17:00;20:00
1187;MARTES;10:00;12:00
1187;VIERNES;14:00;16:00
1188;MARTES;09:00;12:00
1188;VIERNES;13:00;16:00
1188;JUEVES;11:00;14:00
1189;MIERCOLES;17:00;20:00
1190;VIERNES;17:00;19:00
1191;MARTES;14:00;16:00
1191;LUNES;18:00;21:00
1192;MIERCOLES;16:00;19:00
1193;JUEVES;18:00;21:00
1194;VIERNES;19:00;21:00
1194;MARTES;08:00;11:00
1194;MIERCOLES;13:00;16:00
1195;MARTES;16:00;19:00
1196;SABADO;10:00;13:00
1196;MARTES;16:00;18:00
1196;MIERCOLES;17:00;20:00
1197;LUNES;11:00;13:00
1197;SABADO;11:00;14:00
1197;VIERNES;14:00;16:00
1198;JUEVES;08:00;10:00
1198;VIERNES;13:00;16:00
1199;SABADO;11:00;13:00
1200;SABADO;14:00;17:00
1201;JUEVES;09:00;12:00
1201;LUNES;16:00;19:00
1201;VIERNES;17:00;19:00
1202;VIERNES;18:00;21:00
1203;LUNES;11:00;13:00
1204;MIERCOLES;18:00;21:00
1204;VIERNES;17:00;20:00
1204;MARTES;13:00;16:00
1205;MIERCOLES;11:00;13:00
1205;JUEVES;19:00;21:00
1206;LUNES;18:00;21:00
1206;VIERNES;13:00;15:00
1206;JUEVES;09:00;12:00
1207;VIERNES;09:00;12:00
1207;SABADO;09:00;12:00
1208;LUNES;10:00;12:00
1209;VIERNES;16:00;19:00
1210;JUEVES;15:00;18:00
1210;SABADO;18:00;21:00
1211;SABADO;08:00;11:00
1211;JUEVES;11:00;14:00
1212;LUNES;11:00;13:00
1212;MIERCOLES;09:00;12:00
1212;MARTES;19:00;22:00
1213;VIERNES;09:00;12:00
1213;LUNES;08:00;10:00
1213;MARTES;09:00;12:00
1214;SABADO;15:00;18:00
1215;JUEVES;11:00;13:00
1215;LUNES;16:00;18:00
1216;MIERCOLES;09:00;11:00
1216;SABADO;08:00;11:00
1217;LUNES;10:00;13:00
1218;SABADO;15:00;17:00
1218;MARTES;13:00;16:00
1219;VIERNES;09:00;11:00
1219;JUEVES;13:00;15:00
1220;MIERCOLES;17:00;20:00
1220;SABADO;19:00;21:00
1221;VIERNES;17:00;20:00
1222;VIERNES;14:00;16:00
1222;SABADO;09:00;12:00
1223;SABADO;10:00;12:00
1224;MARTES;16:00;19:00
1224;JUEVES;10:00;13:00
1224;MIERCOLES;15:00;18:00
1225;JUEVES;19:00;22:00
1226;SABADO;17:00;19:00
1226;VIERNES;19:00;22:00
1226;MARTES;19:00;21:00
1227;JUEVES;11:00;14:00
1228;SABADO;09:00;12:00
1229;MARTES;15:00;17:00
1229;SABADO;19:00;21:00
1229;VIERNES;18:00;21:00
1230;MIERCOLES;11:00;14:00
1230;LUNES;19:00;21:00
1231;SABADO;17:00;19:00
1232;LUNES;14:00;17:00
1232;JUEVES;08:00;10:00
1233;LUNES;10:00;13:00
1233;MIERCOLES;17:00;20:00
1234;VIERNES;10:00;12:00
1234;MIERCOLES;17:00;19:00
1235;VIERNES;14:00;16:00
1235;SABADO;19:00;22:00
1235;LUNES;11:00;13:00
1236;MARTES;11:00;14:00
1236;MIERCOLES;14:00;16:00
1236;JUEVES;15:00;18:00
1237;LUNES;16:00;19:00
1238;LUNES;08:00;11:00
1239;SABADO;19:00;22:00
1239;MIERCOLES;08:00;11:00
1240;MIERCOLES;13:00;16:00
1240;JUEVES;17:00;20:00
1240;VIERNES;08:00;10:00
1241;JUEVES;14:00;17:00
1242;MIERCOLES;15:00;17:00
1242;JUEVES;13:00;16:00
1242;MARTES;11:00;14:00
1243;MARTES;09:00;11:00
1243;JUEVES;15:00;17:00
1244;LUNES;18:00;20:00
1244;JUEVES;13:00;15:00
1245;MARTES;16:00;18:00
1246;JUEVES;13:00;16:00
1246;VIERNES;15:00;17:00
1247;MARTES;17:00;19:00
1247;VIERNES;13:00;15:00
1247;SABADO;15:00;17:00
1248;LUNES;14:00;17:00
1248;SABADO;19:00;22:00
1248;VIERNES;16:00;18:00
1249;MIERCOLES;19:00;22:00
1249;JUEVES;13:00;15:00
1249;LUNES;19:00;22:00
1250;MARTES;14:00;17:00
1250;SABADO;19:00;21:00
1251;JUEVES;15:00;18:00
1251;SABADO;17:00;20:00
1252;JUEVES;16:00;19:00
1252;LUNES;16:00;18:00
1253;SABADO;11:00;13:00
1253;JUEVES;19:00;21:00
1254;MARTES;16:00;19:00
1255;SABADO;14:00;17:00
1255;LUNES;17:00;19:00
1255;VIERNES;17:00;20:00
1256;VIERNES;17:00;20:00
1256;MARTES;14:00;16:00
1256;LUNES;08:00;11:00
1257;LUNES;10:00;12:00
1257;JUEVES;15:00;17:00
1257;SABADO;18:00;21:00
1258;SABADO;14:00;16:00
1258;MARTES;08:00;10:00
1258;VIERNES;11:00;14:00
1259;SABADO;09:00;11:00
1259;JUEVES;13:00;15:00
1260;VIERNES;15:00;18:00
1260;MARTES;15:00;17:00
1261;LUNES;17:00;20:00
1261;SABADO;13:00;16:00
1262;JUEVES;10:00;13:00
1262;MIERCOLES;08:00;11:00
1262;VIERNES;14:00;16:00
1263;SABADO;19:00;21:00
1263;VIERNES;19:00;21:00
1263;MARTES;08:00;10:00
1264;MIERCOLES;17:00;19:00
1265;JUEVES;08:00;10:00
1265;SABADO;09:00;12:00
1266;LUNES;15:00;18:00
1266;SABADO;10:00;12:00
1267;VIERNES;15:00;18:00
1267;SABADO;09:00;12:00
1267;JUEVES;17:00;19:00
1268;MIERCOLES;10:00;12:00
1268;SABADO;19:00;22:00
1268;JUEVES;11:00;13:00
1269;MARTES;17:00;19:00
1269;JUEVES;10:00;12:00
1270;JUEVES;08:00;11:00
1271;LUNES;11:00;14:00
1271;JUEVES;16:00;19:00
1271;MARTES;15:00;18:00
1272;MIERCOLES;16:00;18:00
1273;MARTES;16:00;18:00
1273;LUNES;16:00;19:00
1274;LUNES;15:00;18:00
1274;MARTES;14:00;16:00
1275;LUNES;16:00;18:00
1275;SABADO;18:00;21:00
1275;VIERNES;17:00;19:00
1276;LUNES;16:00;18:00
1276;MARTES;16:00;19:00
1277;VIERNES;13:00;16:00
1278;JUEVES;08:00;10:00
1278;SABADO;17:00;19:00
1279;LUNES;15:00;18:00
1279;SABADO;13:00;15:00
1280;LUNES;19:00;21:00
1281;MIERCOLES;09:00;12:00
1282;LUNES;19:00;22:00
1282;MIERCOLES;11:00;14:00
1283;MARTES;16:00;19:00
1283;LUNES;18:00;21:00
1284;MIERCOLES;15:00;17:00
1284;LUNES;08:00;11:00
1284;JUEVES;13:00;16:00
1285;LUNES;15:00;18:00
1285;SABADO;16:00;19:00
1285;MIERCOLES;10:00;13:00
1286;MARTES;08:00;10:00
1286;LUNES;16:00;18:00
1287;MIERCOLES;17:00;19:00
1287;MARTES;11:00;13:00
1287;VIERNES;13:00;15:00
1288;MIERCOLES;18:00;21:00
1288;MARTES;15:00;18:00
1289;LUNES;14:00;17:00
1289;MARTES;08:00;10:00
1289;MIERCOLES;13:00;16:00
1290;VIERNES;15:00;17:00
1290;MIERCOLES;08:00;11:00
1291;JUEVES;10:00;12:00
1291;SABADO;11:00;13:00
1292;JUEVES;14:00;16:00
1292;MARTES;14:00;16:00
1293;JUEVES;17:00;20:00
1293;MIERCOLES;13:00;16:00
1294;VIERNES;18:00;21:00
1294;JUEVES;18:00;21:00
1294;MARTES;13:00;16:00
1295;MARTES;10:00;12:00
1296;JUEVES;19:00;22:00
1297;SABADO;18:00;21:00
1297;MIERCOLES;13:00;15:00
1297;VIERNES;11:00;14:00
1298;MIERCOLES;18:00;20:00
1298;JUEVES;13:00;15:00
1298;VIERNES;08:00;11:00
1299;SABADO;18:00;21:00
1299;MARTES;17:00;20:00
1299;MIERCOLES;18:00;21:00
1300;MIERCOLES;08:00;10:00
1300;MARTES;09:00;11:00
1301;MARTES;08:00;10:00
1301;SABADO;15:00;17:00
1302;VIERNES;16:00;18:00
1302;MARTES;19:00;21:00
1303;JUEVES;11:00;14:00
1303;VIERNES;11:00;14:00
1303;MIERCOLES;10:00;12:00
1304;MIERCOLES;08:00;10:00
1304;VIERNES;13:00;15:00
1305;LUNES;18:00;21:00
1306;JUEVES;16:00;19:00
1306;VIERNES;09:00;12:00
1306;SABADO;11:00;14:00
1307;MIERCOLES;16:00;18:00
1307;LUNES;13:00;15:00
1308;VIERNES;14:00;17:00
1308;JUEVES;19:00;22:00
1308;SABADO;09:00;11:00
1309;VIERNES;17:00;19:00
1310;SABADO;10:00;13:00
1310;LUNES;13:00;15:00
1310;MIERCOLES;14:00;17:00
1311;LUNES;18:00;21:00
1312;MARTES;10:00;13:00
1312;JUEVES;09:00;12:00
1312;SABADO;16:00;18:00
1313;MIERCOLES;13:00;16:00
1313;VIERNES;08:00;10:00
1314;VIERNES;11:00;13:00
1314;MARTES;08:00;11:00
1314;LUNES;09:00;11:00
1315;LUNES;13:00;15:00
1316;MARTES;16:00;19:00
1316;VIERNES;18:00;21:00
1317;VIERNES;11:00;14:00
1318;LUNES;15:00;18:00
1319;JUEVES;15:00;17:00
1320;SABADO;13:00;16:00
1321;VIERNES;08:00;11:00
1322;MIERCOLES;16:00;19:00
1322;MARTES;13:00;15:00
1323;LUNES;10:00;13:00
1323;MIERCOLES;10:00;12:00
1324;LUNES;11:00;14:00
1325;VIERNES;10:00;12:00
1325;JUEVES;08:00;10:00
1325;MARTES;17:00;20:00
1326;JUEVES;15:00;18:00
1326;LUNES;09:00;12:00
1327;JUEVES;09:00;12:00
1327;MIERCOLES;10:00;12:00
1328;MIERCOLES;10:00;12:00
1328;JUEVES;16:00;18:00
1328;VIERNES;10:00;13:00
1329;MIERCOLES;16:00;18:00
1329;LUNES;18:00;20:00
1329;SABADO;10:00;13:00
1330;LUNES;14:00;16:00
1331;JUEVES;15:00;17:00
1331;LUNES;14:00;17:00
1331;VIERNES;17:00;20:00
1332;SABADO;08:00;11:00
1333;SABADO;09:00;12:00
1334;MIERCOLES;19:00;21:00
1334;VIERNES;18:00;21:00
1335;VIERNES;09:00;12:00
1335;MARTES;18:00;21:00
1336;LUNES;16:00;18:00
1336;JUEVES;08:00;10:00
1336;MIERCOLES;14:00;16:00
1337;VIERNES;19:00;22:00
1337;JUEVES;16:00;19:00
1337;SABADO;16:00;19:00
1338;SABADO;11:00;14:00
1338;LUNES;10:00;13:00
1338;MARTES;18:00;21:00
1339;SABADO;09:00;12:00
1339;MARTES;15:00;18:00
1340;SABADO;16:00;18:00
1340;MARTES;15:00;17:00
1340;VIERNES;17:00;20:00
1341;VIERNES;19:00;21:00
1341;JUEVES;10:00;12:00
1342;VIERNES;18:00;20:00
1342;MARTES;13:00;16:00
1342;JUEVES;08:00;11:00
1343;JUEVES;19:00;21:00
1343;MIERCOLES;15:00;17:00
1343;MARTES;15:00;18:00
1344;JUEVES;19:00;21:00
1344;MARTES;18:00;20:00
1344;LUNES;13:00;15:00
1345;SABADO;17:00;19:00
1345;JUEVES;18:00;20:00
1345;VIERNES;08:00;11:00
1346;VIERNES;16:00;18:00
1347;SABADO;15:00;18:00
1347;VIERNES;14:00;16:00
1348;MIERCOLES;10:00;12:00
1349;JUEVES;17:00;20:00
1349;MIERCOLES;14:00;16:00
1349;SABADO;08:00;10:00
1350;SABADO;19:00;21:00
1350;LUNES;17:00;19:00
1351;MIERCOLES;19:00;21:00
1352;VIERNES;11:00;13:00
1352;MIERCOLES;09:00;11:00
1353;JUEVES;15:00;17:00
1353;VIERNES;10:00;12:00
1353;MARTES;15:00;18:00
1354;JUEVES;08:00;10:00
1354;LUNES;15:00;17:00
1354;MIERCOLES;13:00;15:00
1355;VIERNES;11:00;13:00
1355;SABADO;08:00;11:00
1356;JUEVES;17:00;19:00
1356;VIERNES;11:00;14:00
1357;LUNES;14:00;17:00
1357;SABADO;16:00;18:00
1358;JUEVES;09:00;11:00
1358;LUNES;11:00;14:00
1359;MARTES;15:00;17:00
1360;MARTES;14:00;17:00
1360;MIERCOLES;09:00;12:00
1360;JUEVES;18:00;21:00
1361;MARTES;11:00;14:00
1361;JUEVES;16:00;19:00
1361;LUNES;19:00;21:00
1362;MIERCOLES;13:00;15:00
1363;MARTES;16:00;19:00
1363;SABADO;18:00;20:00
1363;VIERNES;18:00;20:00
1364;LUNES;09:00;11:00
1365;LUNES;10:00;12:00
1365;MARTES;16:00;19:00
1365;JUEVES;15:00;17:00
1366;MARTES;19:00;21:00
1366;JUEVES;15:00;18:00
1367;MIERCOLES;16:00;18:00
1367;VIERNES;14:00;16:00
1368;JUEVES;19:00;22:00
1368;LUNES;10:00;12:00
1369;MARTES;08:00;11:00
1369;LUNES;13:00;16:00
1369;MIERCOLES;11:00;14:00
1370;LUNES;15:00;17:00
1370;MARTES;17:00;19:00
1370;SABADO;09:00;11:00
1371;VIERNES;16:00;19:00
1371;MIERCOLES;10:00;12:00
1372;LUNES;09:00;12:00
1372;SABADO;17:00;19:00
1372;VIERNES;13:00;16:00
1373;JUEVES;16:00;19:00
1373;VIERNES;16:00;18:00
1374;SABADO;09:00;12:00
1375;LUNES;09:00;12:00
1375;JUEVES;18:00;20:00
1376;JUEVES;16:00;19:00
1376;SABADO;17:00;20:00
1376;MIERCOLES;19:00;22:00
1377;VIERNES;19:00;21:00
1377;JUEVES;09:00;11:00
1377;MIERCOLES;19:00;22:00
1378;VIERNES;15:00;18:00
1378;SABADO;19:00;21:00
1379;SABADO;11:00;14:00
1380;SABADO;14:00;16:00
1381;SABADO;17:00;20:00
1382;SABADO;16:00;19:00
1382;LUNES;18:00;21:00
1382;MARTES;10:00;12:00
1383;LUNES;09:00;12:00
1384;MIERCOLES;14:00;17:00
1384;LUNES;19:00;22:00
1384;MARTES;13:00;15:00
1385;MIERCOLES;11:00;13:00
1385;JUEVES;09:00;12:00
1385;VIERNES;19:00;21:00
1386;LUNES;09:00;11:00
1387;SABADO;17:00;20:00
1388;MIERCOLES;08:00;10:00
1388;SABADO;19:00;21:00
1388;MARTES;10:00;13:00
1389;JUEVES;08:00;11:00
1390;SABADO;18:00;20:00
1391;JUEVES;10:00;12:00
1391;VIERNES;14:00;17:00
1391;SABADO;10:00;12:00
1392;SABADO;09:00;11:00
1392;JUEVES;08:00;10:00
1392;VIERNES;10:00;12:00
1393;VIERNES;16:00;18:00
1394;LUNES;13:00;16:00
1394;SABADO;19:00;21:00
1395;VIERNES;19:00;22:00
1395;MIERCOLES;13:00;16:00
1396;VIERNES;15:00;17:00
1397;SABADO;17:00;20:00
1397;LUNES;13:00;15:00
1397;MIERCOLES;09:00;12:00
1398;JUEVES;15:00;17:00
1398;MIERCOLES;08:00;11:00
1399;LUNES;08:00;11:00
1400;MIERCOLES;17:00;20:00
1400;JUEVES;13:00;15:00
1400;VIERNES;08:00;10:00
1401;LUNES;16:00;18:00
1401;MIERCOLES;16:00;18:00
1402;LUNES;09:00;11:00
1402;SABADO;16:00;18:00
1403;MIERCOLES;14:00;17:00
1404;MIERCOLES;18:00;20:00
1405;MARTES;16:00;19:00
1405;SABADO;18:00;20:00
1406;VIERNES;14:00;16:00
1406;MIERCOLES;19:00;21:00
1406;MARTES;11:00;14:00
1407;VIERNES;16:00;19:00
1407;SABADO;16:00;18:00
1407;MIERCOLES;14:00;16:00
1408;JUEVES;16:00;19:00
1408;VIERNES;17:00;19:00
1409;LUNES;09:00;12:00
1409;JUEVES;18:00;21:00
1409;MIERCOLES;08:00;10:00
1410;MARTES;16:00;18:00
1411;VIERNES;16:00;18:00
1411;MARTES;16:00;18:00
1411;LUNES;09:00;11:00
1412;MIERCOLES;19:00;22:00
1412;LUNES;11:00;13:00
1413;MIERCOLES;10:00;12:00
1413;JUEVES;17:00;20:00
1414;SABADO;17:00;19:00
1414;VIERNES;09:00;12:00
1415;MIERCOLES;15:00;18:00
1415;LUNES;11:00;13:00
1416;SABADO;17:00;20:00
1416;MIERCOLES;08:00;11:00
1417;MIERCOLES;11:00;14:00
1417;MARTES;17:00;19:00
1418;MIERCOLES;17:00;19:00
1418;MARTES;17:00;20:00
1419;LUNES;13:00;16:00
1420;VIERNES;10:00;13:00
1420;LUNES;16:00;18:00
1420;JUEVES;11:00;13:00
1421;MIERCOLES;10:00;12:00
1421;LUNES;08:00;10:00
1421;SABADO;17:00;20:00
1422;MARTES;11:00;14:00
1422;JUEVES;08:00;11:00
1422;VIERNES;16:00;19:00
1423;MARTES;10:00;13:00
1423;VIERNES;10:00;13:00
1423;JUEVES;15:00;18:00
1424;VIERNES;18:00;20:00
1424;MIERCOLES;18:00;21:00
1425;SABADO;14:00;17:00
1426;VIERNES;11:00;13:00
1426;JUEVES;17:00;20:00
1426;MARTES;18:00;21:00
1427;LUNES;10:00;12:00
1427;JUEVES;15:00;17:00
1427;SABADO;09:00;11:00
1428;VIERNES;19:00;22:00
1428;JUEVES;15:00;18:00
1429;MARTES;13:00;15:00
1430;MARTES;08:00;11:00
1430;VIERNES;11:00;14:00
1431;SABADO;16:00;18:00
1432;LUNES;09:00;12:00
1432;JUEVES;08:00;11:00
1433;SABADO;15:00;17:00
1434;LUNES;11:00;13:00
1434;VIERNES;15:00;17:00
1434;MARTES;17:00;20:00
1435;VIERNES;13:00;16:00
1436;MARTES;09:00;11:00
1436;JUEVES;14:00;17:00
1437;LUNES;13:00;16:00
1437;MARTES;10:00;12:00
1438;VIERNES;19:00;21:00
1438;JUEVES;11:00;14:00
1439;LUNES;13:00;16:00
1440;JUEVES;09:00;11:00
1440;MIERCOLES;10:00;12:00
1441;LUNES;15:00;18:00
1442;VIERNES;08:00;10:00
1443;SABADO;11:00;14:00
1443;VIERNES;18:00;21:00
1443;LUNES;16:00;18:00
1444;SABADO;19:00;21:00
1444;VIERNES;14:00;16:00
1445;SABADO;11:00;13:00
1446;MARTES;13:00;15:00
1446;MIERCOLES;15:00;17:00
1447;LUNES;08:00;10:00
1447;MARTES;14:00;16:00
1448;MARTES;18:00;20:00
1449;MIERCOLES;16:00;18:00
1449;SABADO;16:00;19:00
1450;LUNES;08:00;10:00
1450;VIERNES;17:00;20:00
1450;MIERCOLES;13:00;15:00
1451;JUEVES;10:00;12:00
1452;VIERNES;10:00;13:00
1452;LUNES;14:00;16:00
1452;MARTES;14:00;16:00
1453;MARTES;19:00;22:00
1453;MIERCOLES;11:00;14:00
1453;VIERNES;15:00;17:00
1454;JUEVES;19:00;22:00
1454;MARTES;14:00;16:00
1454;LUNES;14:00;17:00
1455;VIERNES;17:00;20:00
1455;LUNES;08:00;11:00
1456;VIERNES;10:00;13:00
1456;LUNES;18:00;20:00
1456;JUEVES;10:00;12:00
1457;MIERCOLES;10:00;12:00
1457;SABADO;19:00;22:00
1457;JUEVES;09:00;11:00
1458;JUEVES;13:00;15:00
1459;MARTES;09:00;12:00
